226.4GHz_dend_flux 226.4GHz_detected 93.0GHz_dend_flux 93.0GHz_detected _idx _index _name area_ellipse area_exact major_fwhm minor_fwhm position_angle radius rejected x_cen y_cen 226.4GHz_Ellipse_peak 226.4GHz_Ellipse_sum 226.4GHz_Ellipse_rms 226.4GHz_Ellipse_median 226.4GHz_Ellipse_npix 93.0GHz_Ellipse_peak 93.0GHz_Ellipse_sum 93.0GHz_Ellipse_rms 93.0GHz_Ellipse_median 93.0GHz_Ellipse_npix 45.0GHz_Ellipse_peak 45.0GHz_Ellipse_sum 45.0GHz_Ellipse_rms 45.0GHz_Ellipse_median 45.0GHz_Ellipse_npix 226.4GHz_Circle_peak 226.4GHz_Circle_sum 226.4GHz_Circle_rms 226.4GHz_Circle_median 226.4GHz_Circle_npix 93.0GHz_Circle_peak 93.0GHz_Circle_sum 93.0GHz_Circle_rms 93.0GHz_Circle_median 93.0GHz_Circle_npix 45.0GHz_Circle_peak 45.0GHz_Circle_sum 45.0GHz_Circle_rms 45.0GHz_Circle_median 45.0GHz_Circle_npix 226.4GHz_Annulus_peak 226.4GHz_Annulus_sum 226.4GHz_Annulus_rms 226.4GHz_Annulus_median 226.4GHz_Annulus_npix 93.0GHz_Annulus_peak 93.0GHz_Annulus_sum 93.0GHz_Annulus_rms 93.0GHz_Annulus_median 93.0GHz_Annulus_npix 45.0GHz_Annulus_peak 45.0GHz_Annulus_sum 45.0GHz_Annulus_rms 45.0GHz_Annulus_median 45.0GHz_Annulus_npix
0.00045552217085173985 1 "" "" 0 0 226000 2.2809404050809732e-11 7.638888888888278e-11 7.19234908221628e-06 4.037947731911282e-06 57.01442077886124 2.288537332599401e-06 0 290.9167165488218 14.517171054861134 0.0006595698650926352 0.00018828749105915415 5.441408388425633e-05 0.0005668974481523037 34.0 -1.4383593224920332e-05 0.0 3.724484104522338e-06 -2.058507925539743e-05 12.0 1.802910082915332e-05 2.0176158569448728e-06 3.672533959143148e-06 1.0728879715315998e-05 3.0 0.0006595698650926352 0.0002746700975822614 9.890432062222274e-05 0.0005127164768055081 56.0 -1.4383593224920332e-05 0.0 3.879466582174052e-06 -2.099969788105227e-05 22.0 1.802910082915332e-05 2.052759947773266e-06 6.16237718409194e-06 1.0277764886268415e-05 4.0 0.0003924865450244397 0.0005914305068901129 8.64326183875455e-05 0.00011366412945790216 498.0 -2.3922511900309473e-06 0.0 1.5038959312918847e-05 -3.936592838726938e-05 438.0 4.463606819626875e-05 0.00019621986689577242 1.428499626123983e-05 7.4311656135250814e-06 383.0
0.017457521276183295 1 "" "" 1 1 226001 1.194590463356617e-09 2.9951388888886492e-09 4.8068480026419e-05 3.164289180231377e-05 127.1440374515701 1.65619150938244e-05 1 290.916714799085 14.517433271347127 0.0008194084512069821 0.007630409788338654 0.00012793851214425606 0.00044998893281444907 1717.0 8.546624303562567e-05 0.00010844576351407965 3.4640754796537454e-05 2.2025520593160763e-05 620.0 2.9195005481597036e-05 4.3933248944708456e-05 1.0806555026056291e-05 2.661088046806981e-06 154.0 0.0008194084512069821 0.01044532417868052 0.00013953863502174957 0.0004086062253918499 2617.0 8.832989260554314e-05 0.00016059949734138846 3.861914791343001e-05 2.1783298507216386e-05 940.0 4.521514711086638e-05 8.799773688918101e-05 1.3746370726928984e-05 3.532982645992888e-06 234.0 0.000680985685903579 0.0037943802156759146 0.00014325589919628485 0.0002694143622647971 1429.0 7.96135573182255e-05 0.00020182264684578892 2.4772670063706163e-05 2.5542460207361728e-05 984.0 3.564817234291695e-05 0.0002694167982347689 1.4703099081941214e-05 5.019502623326844e-06 665.0
0.00547110105140108 1 0.00027743942081704835 1 2 2 226002 1.6590971126952007e-10 6.28472222222172e-10 1.884486564691315e-05 1.1664099094156882e-05 -3.0562715284264588 6.17215659270792e-06 0 290.9146539915845 14.51759837386109 0.0017750347033143044 0.0024914342546979327 0.0003476097564773705 0.0009766981238499284 247.0 0.00027695632888935506 0.00015325008132548724 4.0710949568653534e-05 0.00021871989883948117 90.0 1.3897476492275018e-05 3.5789290398699835e-06 1.0724840955620916e-05 -1.0833369969986961e-06 21.0 0.0017750347033143044 0.0033781851876327857 0.0003589957062638765 0.000787596043664962 396.0 0.00027695632888935506 0.00021413922130166427 5.141421859415771e-05 0.00019137821800541133 142.0 2.157776543754153e-05 7.411278737704357e-06 1.0187762857106414e-05 4.783909730576852e-07 36.0 0.0005164423491805792 0.0011022062043032855 0.00014699148449157394 0.00013529876014217734 759.0 7.360795279964805e-05 6.812735984412128e-05 2.5677587805714884e-05 6.641047548328061e-06 594.0 3.705396375153214e-05 0.00013122093225858525 1.031517854182323e-05 1.762536953719973e-06 467.0
0.026170959555540663 1 "" "" 3 3 226003 1.6417672989403607e-09 4.462499999999643e-09 6.576597523038457e-05 3.178541227680618e-05 104.87626800791439 1.9415868981121194e-05 1 290.9167127247146 14.517727169805198 0.000952145375777036 0.01076037539591297 0.0001165116808220946 0.000448871694970876 2363.0 5.361609873943962e-05 5.080233424532365e-05 2.752358207639851e-05 -2.5436115720367525e-06 852.0 4.776881542056799e-05 0.00013220850892771318 1.3897078819165009e-05 9.069754923984874e-06 216.0 0.000952145375777036 0.018846479075919593 0.0001457219141249871 0.000404267106205225 4893.0 5.561048601521179e-05 9.48107342765514e-05 2.6976687503824324e-05 -4.813262876268709e-06 1760.0 5.706993761123158e-05 0.00031026348353636364 1.47938361379774e-05 1.2323299415584188e-05 442.0 0.0005385291296988726 0.0034920790398310585 0.00014877759394372968 0.00018942865426652133 1820.0 7.52401101635769e-05 0.0001223520884163696 3.470375231780803e-05 -2.223103820142569e-06 1222.0 4.2012550693470985e-05 0.0003497101806582773 1.767624905417201e-05 3.840868430415867e-06 789.0
0.003436532145986179 1 "" "" 4 4 226004 3.2066658880010323e-10 6.888888888888338e-10 2.2389602617222824e-05 1.8235800765798147e-05 90.3729654866752 8.580802143501059e-06 1 290.9169362212045 14.517681792318225 0.0007168627926148474 0.0015957234191377068 7.111937096893609e-05 0.0003460379084572196 463.0 4.361003084341064e-05 3.449723840934507e-05 8.584202881797389e-06 2.446009784762282e-05 167.0 2.40413846768206e-05 2.34662228641459e-05 8.065412977830034e-06 9.188790500047617e-06 42.0 0.0007287593325600028 0.0019396290101892622 7.89495430068783e-05 0.0003449130163062364 564.0 4.361003084341064e-05 4.017760635081671e-05 8.990608319749623e-06 2.39061100728577e-05 203.0 2.40413846768206e-05 2.6861611189134055e-05 8.204278214205197e-06 9.188790500047617e-06 50.0 0.00046086293878033757 0.0017711529282837884 9.760771462466447e-05 0.00021987147920299321 844.0 7.760839071124792e-05 0.0001738404623838028 2.0361386756789975e-05 3.032786844414659e-05 641.0 5.2594270528061315e-05 0.0002572274655481122 1.5738431102330484e-05 6.211454547155881e-06 494.0
0.005362330193763973 1 0.001088255382178175 1 5 5 226005 1.191763000228863e-10 4.972222222221825e-10 2.0478256963988502e-05 1.2265781042605086e-05 -2.3278059377743725 5.231135640806857e-06 0 290.9149570391154 14.517820830199419 0.0021378437522798777 0.003286625649178509 0.0005044370099296189 0.0012108578812330961 283.0 0.000833858794067055 0.0004907095243418937 0.00015615016692669813 0.0006150536937639117 104.0 6.462339661084116e-05 4.683549724690384e-05 1.6890337088932145e-05 3.4842574677895755e-05 24.0 0.0021378437522798777 0.0044683539987761854 0.0005011989002974023 0.000850219395942986 475.0 0.000833858794067055 0.000692014943779934 0.0001752639338447188 0.0005177530692890286 169.0 6.462339661084116e-05 5.711772802525795e-05 2.4947373838274786e-05 2.765276440186426e-05 42.0 0.00041780812898650765 0.000678476132345585 0.0001396404758971069 5.172396049601957e-05 805.0 0.0001456280442653224 0.00024927638490417276 2.2410681922620616e-05 4.904397428617813e-05 612.0 4.878206527791917e-05 0.00012449793310401102 1.2245184194726668e-05 -5.012392421122058e-07 478.0
0.0022035139109040417 1 0.0015985341848964258 1 6 6 226006 3.721545358860612e-11 1.6111111111109822e-10 1.767910513217591e-05 1.2386132248040362e-05 -136.42420335553575 2.9232280039639204e-06 0 290.9171123216045 14.517894044709639 0.002326903399080038 0.002208081292111373 0.0006000928875940715 0.0007658615941181779 243.0 0.0014739115722477436 0.0007755829745165047 0.00020385721222474775 0.0010706244502216578 89.0 0.00025595727493055165 0.00017112426001505076 6.757140622657882e-05 0.00014636543346568942 23.0 0.002326903399080038 0.0023611227908411003 0.0006201646802253725 0.0004544417024590075 354.0 0.0014739115722477436 0.0009424413583868456 0.0003009117128579675 0.0009346334845758975 126.0 0.00025595727493055165 0.0001998087504128614 7.45083123111034e-05 0.00011168942000949755 32.0 0.00025650026509538293 0.00019432225651421493 0.00011316429791769044 -6.683268293272704e-05 742.0 0.00019300445273984224 0.0001845683289502361 3.7462011530820645e-05 3.1942774512572214e-05 577.0 3.825277235591784e-05 0.00017405388655378025 1.7261852187439328e-05 -1.385963628308673e-07 462.0
0.07375495724434551 1 0.07075871269101246 1 7 7 w51d2 1.812745166134409e-10 1.2152777777776806e-09 2.6162615423789757e-05 1.8897458478534382e-05 66.71894914945757 6.451629366028591e-06 0 290.91590691582076 14.51800958902555 0.02329268679022789 0.0569099092474594 0.005385136402527284 0.009025441482663155 561.0 0.03634938970208168 0.03895755024092087 0.00627975898587887 0.024201329797506332 199.0 0.005571274086833 0.009645873997983057 0.0010734311379860676 0.0036079713609069586 51.0 0.02329268679022789 0.06457001504659043 0.005509234325153177 0.006708638276904821 773.0 0.03634938970208168 0.04726716825834506 0.007433711853118699 0.020557891577482224 276.0 0.005571274086833 0.011655432541880466 0.0011736302030434772 0.003096959786489606 69.0 0.001274066511541605 0.0016566132568685153 0.0002691701444682067 9.481272718403488e-05 933.0 0.0038828933611512184 0.003310332856680454 0.0008441847387288135 0.00028669589664787054 689.0 0.00021879273117519915 0.0007811770412382444 5.794303425733021e-05 7.668128091609105e-06 516.0
0.030955788250979808 1 "" "" 15 8 226015 7.605298659000947e-10 2.0736111111109454e-09 4.950776379453639e-05 1.9559622811274427e-05 127.99283871791168 1.3214756615922393e-05 1 290.9168612144018 14.518081509987374 0.001857243711128831 0.012766565954850845 0.0003028606266364028 0.001153955003246665 1093.0 0.00038889949792064726 0.0009195846967689626 5.4552305359104426e-05 0.00027968466747552156 396.0 1.5878726117080078e-05 1.6416139768000877e-05 1.2559150665419778e-05 4.480494908420951e-07 99.0 0.001857243711128831 0.02453958938497712 0.00039414959660745994 0.0008934913785196841 2776.0 0.00038889949792064726 0.0019874767569376087 6.455075795987094e-05 0.00023807001707609743 1001.0 3.227673005312681e-05 4.473679942605547e-05 1.4756233622968617e-05 -5.266788321023341e-06 248.0 0.0014169944915920496 0.005920699569230142 0.0004185612328238424 0.00030258193146437407 1463.0 0.00035229066270403564 0.001378483841914055 6.953232255526224e-05 0.00017112461500801146 1011.0 3.404504241188988e-05 0.00015255690308530145 1.3442000299664386e-05 -2.571404138507205e-06 675.0
0.006092370632075666 1 "" "" 17 9 226017 3.689756704726374e-10 9.937499999999206e-10 3.40646861078519e-05 1.3791479287553941e-05 141.48066074449233 9.204493544453387e-06 1 290.9163859450152 14.518084559763507 0.00078709761146456 0.0027229530023341296 0.00012441269003618316 0.0005132241640239954 534.0 0.00019543404050637037 0.00022995717866880534 2.3397182547182387e-05 0.0001456409809179604 192.0 5.736072580475593e-06 6.03817571236512e-07 1.0943293302560118e-05 -1.8481943698134273e-05 48.0 0.00078709761146456 0.004598304906987919 0.00020281781186765784 0.000367051106877625 1310.0 0.00019543404050637037 0.0004379179541587843 4.161181127832712e-05 0.00012141904153395444 470.0 7.856918273319025e-06 2.5079041069202323e-06 1.6389504160963718e-05 -1.701784822216723e-05 117.0 0.0005412870086729527 0.0014677108440661975 0.00018104069366001375 0.00010603042755974457 1110.0 0.0002355775941396132 0.00030193021841753845 6.925848988857584e-05 2.5962370273191482e-05 800.0 6.0131085774628446e-05 0.0001476420789414387 2.2531380779031453e-05 -1.0829902748810127e-05 573.0
0.03502004283561881 1 0.0046798237716884905 1 18 10 226018 5.216742522408895e-10 2.3229166666664807e-09 3.4153538797281215e-05 2.875880730994682e-05 -2.913707569585254 1.0944621157498705e-05 0 290.9155119730089 14.518099583306043 0.004082776140421629 0.022065578241310623 0.0008500364683977369 0.0018860911950469017 1110.0 0.0014720151666551828 0.002684938077916781 0.00030212963821282156 0.0008012361358851194 401.0 5.051635162089951e-05 9.348785402774233e-05 1.8169443299738702e-05 1.2859260095865466e-05 99.0 0.004082776140421629 0.02454186332231958 0.0008493135180800497 0.0017245321068912745 1320.0 0.0014720151666551828 0.0029560267206510875 0.0003124800720925164 0.0007177186198532581 474.0 5.051635162089951e-05 0.00010359869917599493 1.815048969261117e-05 1.1923235433641821e-05 118.0 0.0008035539649426937 0.0031347533663064015 0.00018466336244261293 0.0002909802715294063 1109.0 0.00021205989469308406 0.0005634760095214146 5.391762109403729e-05 9.432314254809171e-05 804.0 4.991430614609271e-05 0.0002397322275774265 1.3064488497431312e-05 5.077563400845975e-06 569.0
0.0022515959298888715 1 "" "" 20 11 226020 1.4182901406361696e-10 3.944444444444129e-10 1.7461425014367983e-05 1.0341961411718032e-05 -179.96255025537818 5.7066807067437415e-06 0 290.9161636181397 14.518083334757181 0.0006663732347078621 0.0009440366733633781 0.00010140954242616263 0.00045654657878912985 205.0 0.00018262019148096442 6.747128618813678e-05 5.674020572650911e-05 0.0001341931929346174 72.0 2.944225889223162e-05 1.1996052837550258e-05 7.817597360202217e-06 1.0816725989570841e-05 19.0 0.0006663732347078621 0.0014341712896689923 0.00011796993924800192 0.0004145914572291076 344.0 0.00018262019148096442 0.00010598925354120106 6.213536681445141e-05 0.0001186618028441444 126.0 3.0962768505560234e-05 1.9120048802114998e-05 1.0115392468777253e-05 1.0736590411397628e-05 30.0 0.000482361763715744 0.0007277181696208439 0.00010945435607684412 8.458382217213511e-05 736.0 0.00013837599544785917 9.14002697801268e-05 4.147440813553442e-05 -1.4507018875065114e-07 580.0 3.388726327102631e-05 0.00012651137640509058 1.593888978310666e-05 -2.2127078409539536e-06 458.0
0.0012222982701807405 1 "" "" 21 12 226021 4.384159392338552e-11 1.1319444444443539e-10 1.3284487016454498e-05 4.202029130872234e-06 -144.8607556428344 3.172810979620396e-06 0 290.9169040635481 14.518078979190499 0.0010533154709264636 0.0005307143078552443 0.00013859773229707873 0.0008443755796179175 65.0 0.00024226926325354725 3.9398280120171306e-05 1.0818266454799453e-05 0.00022487204114440829 22.0 -3.349597818669281e-06 0.0 3.5736464223425935e-06 -5.066590802016435e-06 6.0 0.0010533154709264636 0.0012900500047198517 0.0001968578367799054 0.0006573686841875315 199.0 0.0002478218520991504 0.00012874670096947577 1.7066488676385214e-05 0.0002244695497211069 72.0 1.589392741152551e-05 3.7067914158258483e-06 9.133068472766218e-06 -1.1359806961763752e-07 19.0 0.0007593712070956826 0.0025662421823549886 0.00017501031738070846 0.00044647674076259136 639.0 0.0002524791343603283 0.0006631024559440075 5.034179016078173e-05 0.00015719227667432278 523.0 5.8138975873589516e-05 0.00019140929615466305 1.4647132970428876e-05 4.792618710780516e-06 430.0
0.06768161100875107 1 "" "" 23 13 226023 1.4571192048143307e-09 5.119444444444035e-09 4.6208120348624216e-05 4.0150808226130994e-05 124.0896903871253 1.8291468491865627e-05 0 290.9156386366454 14.51812462294593 0.00317689822986722 0.028484044212320116 0.0004763783336739144 0.0013183719711378217 2094.0 0.0007963723037391901 0.001975882212759902 0.0001396017610288532 0.0002772560401353985 757.0 5.339238850865513e-05 0.00010610472549961313 1.6793491506599303e-05 6.3219126786862034e-06 192.0 0.00317689822986722 0.03269090533892449 0.00045615483828327424 0.0013178775552660227 2412.0 0.0007963723037391901 0.0022299969556369274 0.00013253868604577878 0.0002769708225969225 870.0 5.339238850865513e-05 0.00011251430700300437 1.6685581565311733e-05 4.952055405738065e-06 217.0 0.0016240410041064024 0.010410496050061597 0.00029099587172066955 0.0007470971322618425 1386.0 0.00024290999863296747 0.000806653495710907 7.016880520465863e-05 9.554829011904076e-05 968.0 4.9513790145283565e-05 0.0004944220121426704 1.4897875637207011e-05 1.3299923011800274e-05 651.0
0.021643650324873955 1 "" "" 24 14 226024 5.086089512899875e-10 1.3076388888887842e-09 3.0108133607200702e-05 2.150887408163808e-05 178.5307612841074 1.080669841855439e-05 0 290.915876644387 14.518100914230361 0.0021053727250546217 0.009633335356133376 0.0002478606478051248 0.0013195823412388563 737.0 0.0006557956803590059 0.0011126593374201866 9.594888839958843e-05 0.0005573198432102799 264.0 6.856586696812883e-05 3.570887843305283e-05 5.975058813109597e-05 -3.47164532286115e-05 63.0 0.0021053727250546217 0.01244565246177967 0.000309730558256375 0.00127244065515697 1027.0 0.0006557956803590059 0.0014605075776882139 0.0001222727370654236 0.000529304554220289 372.0 7.48876846046187e-05 5.361902984985945e-05 5.909134327971635e-05 -3.0343517209985293e-05 95.0 0.0012956499122083187 0.006063575324844372 0.0002810540556189965 0.0005983234150335193 1022.0 0.0007232064381241798 0.001408322656513755 0.00020474314580078766 0.00023087140289135277 750.0 0.00016684866568539292 0.0008066942516555708 4.5152883174858046e-05 1.979780790861696e-05 544.0
0.011839159255687813 1 "" "" 26 15 226026 5.092262331443659e-10 1.4868055555554366e-09 3.5926305336534974e-05 1.804744488932945e-05 65.37859753734146 1.0813254296133844e-05 1 290.916179831024 14.518125980208444 0.0013374893460422754 0.005589425536691302 0.0002678089940558381 0.0007602358236908913 739.0 0.0004574685881379992 0.0006485859522330314 8.817975949681083e-05 0.0003139613545499742 267.0 3.1106421374715865e-05 1.8796638627247565e-05 1.2329275982760006e-05 -2.0948550627508666e-06 66.0 0.0013374893460422754 0.008333765573429897 0.000324632487456167 0.0005910394247621298 1457.0 0.0004574685881379992 0.001007314257491812 0.00010403502371279466 0.00023278224398382008 527.0 3.183246371918358e-05 5.619289454322444e-05 1.2448245863978164e-05 5.518363650480751e-06 132.0 0.0006307382718659937 0.0019735937605192145 0.00018365099780772798 0.0001468040281906724 1140.0 0.00020313340064603835 0.00041462755905298217 6.67749203323462e-05 4.833000275539234e-05 828.0 7.060429197736084e-05 0.0004909324025069374 2.314749919478189e-05 1.1586340406211093e-05 583.0
0.21245602395481883 1 0.03648101343093922 1 28 16 226028 2.752954634233641e-09 1.0834027777776911e-08 8.061344881031383e-05 5.208433097000466e-05 2.855108799563154 2.5142042694703805e-05 0 290.9164702175631 14.518157682444745 0.006887126248329878 0.12367444659273136 0.0014262197972437453 0.002400904893875122 4743.0 0.003934686537832022 0.020899788614489538 0.0008019221936332544 0.0013404908822849393 1714.0 0.00017385986575391144 0.0006135865612834495 3.128498291650197e-05 2.2610123778576963e-05 423.0 0.006887126248329878 0.1531181997569147 0.001401772679800498 0.001852531684562564 7346.0 0.003934686537832022 0.025277361188547245 0.0008016532476262657 0.000942394370213151 2644.0 0.00017385986575391144 0.0006878236525505359 3.313785506262808e-05 1.2842783689848147e-05 659.0 0.0021220571361482143 0.01107953791053769 0.0004948325142300576 0.0004281690053176135 2168.0 0.0008863990078680217 0.0026100903511466476 0.0002303274482760802 0.00017465442942921072 1437.0 5.521893035620451e-05 0.0002563626115579232 2.2351707706119337e-05 -9.999369467550423e-06 887.0
0.0017613217356724387 1 "" "" 30 17 226030 1.9186735815839784e-10 3.2152777777775205e-10 1.964452779784013e-05 1.2435894073438635e-05 -171.58895778606788 6.637454852380581e-06 1 290.91629098609485 14.518105166855666 0.0006810249760746956 0.0009630945416468837 0.0001310307660130288 0.0003407618496567011 277.0 2.1608684619423002e-05 1.1151533794440766e-06 1.0648493191649577e-05 -1.1652546163531952e-05 99.0 2.0409375792951323e-05 9.194234268331043e-06 1.1386992490785558e-05 5.135445917403558e-06 23.0 0.0006810249760746956 0.0014022411762938192 0.0001438300949285766 0.00031198206124827266 437.0 3.5929908335674554e-05 4.3597284444486134e-06 1.6770744465532065e-05 -9.36520973482402e-06 159.0 2.7327623683959246e-05 1.7771166156677955e-05 1.3060103853713949e-05 5.135445917403558e-06 39.0 0.00045508358743973076 0.0007377963638140186 0.00014283732935663887 5.98566111875698e-05 784.0 0.00015522551257163286 0.00015886924000241742 6.251643188081957e-05 5.4475431170430966e-06 606.0 4.1272029193351045e-05 0.00018015681963312044 1.6058312452775625e-05 -1.0159388921238133e-06 477.0
0.0018407899086510008 1 "" "" 31 18 226031 4.2630946456036196e-11 1.180555555555461e-10 1.049665910878388e-05 5.171200702642363e-06 77.32315243205002 3.128697098873321e-06 0 290.91592412712106 14.51810790206191 0.001360706053674221 0.0007515061602625732 0.00010165022319490202 0.0012163905194029212 64.0 0.00041378350579179823 6.656457438911792e-05 3.5676451023286856e-05 0.0003912251559086144 22.0 5.788886119262315e-05 1.6693302181332163e-05 3.5586536717622116e-06 5.3896557801635936e-05 6.0 0.001360706053674221 0.0013797336615984943 0.00013971038896477768 0.0011021182872354984 127.0 0.00041378350579179823 0.0001400881421015915 3.6570805065571246e-05 0.0003838945704046637 47.0 5.801121369586326e-05 3.554455118322065e-05 4.580658880520983e-06 5.339946073945612e-05 13.0 0.0013809814117848873 0.004432166527223331 0.00016675205111664745 0.0007626310107298195 580.0 0.00045715810847468674 0.0011315664357779795 7.094373012399614e-05 0.0002696501323953271 486.0 8.188874926418066e-05 0.0003704340721237856 3.2295954442949894e-05 9.065015547093935e-06 410.0
0.0307968306751657 1 "" "" 32 19 226032 4.800640800077017e-10 1.4083333333332206e-09 2.8703826217290208e-05 2.1294965078401017e-05 98.75635720306862 1.0499065329540926e-05 0 290.91595446754894 14.518132044797179 0.00467668566852808 0.013553840883945263 0.001002069638953011 0.0016910379054024816 689.0 0.0013034945586696267 0.001384370416454442 0.00028103120543446496 0.0006180106429383159 250.0 6.875424151076004e-05 6.854614357788647e-05 2.434689114187646e-05 1.3426666555460542e-05 61.0 0.00467668566852808 0.016827875247115327 0.0009417309138771263 0.0014768135733902454 932.0 0.0013034945586696267 0.0017606821301639935 0.0002606133325014404 0.0005858081276528537 335.0 6.875424151076004e-05 8.509287403388027e-05 2.5833528305922916e-05 1.0304598617949523e-05 84.0 0.0018305170815438032 0.008178410594427792 0.00033326367473364925 0.0008571041980758309 987.0 0.0005099201225675642 0.0014459281035360963 0.0001410800765821546 0.00022473462740890682 726.0 6.730911263730377e-05 0.0002505855388458251 2.8426119500599647e-05 -8.155479918059427e-06 532.0
0.00294004642004564 1 "" "" 34 20 226034 1.3249134753263342e-10 4.2361111111107725e-10 1.7290293131285455e-05 9.756693754003844e-06 -179.04158132483627 5.515625754076533e-06 0 290.91613620833635 14.518130852500958 0.0008792697917670012 0.0012085430523989709 0.00010817424493415721 0.0006395629607141018 191.0 0.00015549507224932313 6.184614025544999e-05 2.5076451174497785e-05 0.00011489904136396945 69.0 9.926650818670169e-06 3.12717367940019e-06 3.790247850705083e-06 3.610872454373748e-06 16.0 0.0008792697917670012 0.0018709365206713159 0.00014440965441632036 0.0005643898621201515 337.0 0.00015549507224932313 0.00010884249367630907 3.0272033149502035e-05 0.0001202739731525071 122.0 2.066422712232452e-05 6.705914769730876e-06 6.433244965958587e-06 3.097461558354553e-06 30.0 0.0003934536362066865 0.0008904249234601239 0.00012781954534301078 0.00011179319699294865 727.0 0.00023216713452711701 0.00037817598430050717 6.0204944366749095e-05 7.053313311189413e-05 574.0 5.8440331486053765e-05 0.00030345162001337917 2.1232121402271e-05 3.242036655137781e-06 461.0
