226.1GHz_dend_flux 226.1GHz_detected 226GHz_dend_flux 226GHz_detected 226GHz_snr 93.0GHz_dend_flux 93.0GHz_detected 93GHz_dend_flux 93GHz_detected _idx _index _name area_ellipse area_exact major_fwhm minor_fwhm position_angle radius rejected x_cen y_cen 226.1GHz_Ellipse_peak 226.1GHz_Ellipse_sum 226.1GHz_Ellipse_rms 226.1GHz_Ellipse_median 226.1GHz_Ellipse_npix 93.0GHz_Ellipse_peak 93.0GHz_Ellipse_sum 93.0GHz_Ellipse_rms 93.0GHz_Ellipse_median 93.0GHz_Ellipse_npix 45.0GHz_Ellipse_peak 45.0GHz_Ellipse_sum 45.0GHz_Ellipse_rms 45.0GHz_Ellipse_median 45.0GHz_Ellipse_npix 226.1GHz_Circle_peak 226.1GHz_Circle_sum 226.1GHz_Circle_rms 226.1GHz_Circle_median 226.1GHz_Circle_npix 93.0GHz_Circle_peak 93.0GHz_Circle_sum 93.0GHz_Circle_rms 93.0GHz_Circle_median 93.0GHz_Circle_npix 45.0GHz_Circle_peak 45.0GHz_Circle_sum 45.0GHz_Circle_rms 45.0GHz_Circle_median 45.0GHz_Circle_npix 226.1GHz_Annulus_peak 226.1GHz_Annulus_sum 226.1GHz_Annulus_rms 226.1GHz_Annulus_median 226.1GHz_Annulus_npix 93.0GHz_Annulus_peak 93.0GHz_Annulus_sum 93.0GHz_Annulus_rms 93.0GHz_Annulus_median 93.0GHz_Annulus_npix 45.0GHz_Annulus_peak 45.0GHz_Annulus_sum 45.0GHz_Annulus_rms 45.0GHz_Annulus_median 45.0GHz_Annulus_npix
0.0216745204246657 1 "" "" "" "" "" "" "" 0 0 226000 1.1618809202257402e-09 2.6881944444442296e-09 6.094320796988987e-05 2.4274697197868504e-05 112.36229924061479 1.633359723240518e-05 1 290.93262418373143 14.506971806033004 0.0015268169809132814 0.009700336478019593 0.00031419569832256635 0.0005161523586139083 1675.0 0.00045398008660413325 0.0007839019968530269 0.00012186709603293817 0.0001109992153942585 598.0 5.7428875148627414e-05 3.339228173334334e-05 3.283192462286112e-05 -2.069422409658992e-05 153.0 0.0015268169809132814 0.017400916990056484 0.00031466176345242486 0.0003772609634324908 4204.0 0.00045398008660413325 0.0015381677703735761 9.716698617893536e-05 9.184978262055665e-05 1513.0 5.9051456011607924e-05 8.568804658046224e-05 3.2843360954334493e-05 -2.5193530790264197e-05 380.0 0.0006657895864918828 0.0029789251062200942 0.000275647540820973 9.176689491141587e-05 1716.0 0.00027582969050854445 0.00047597008050402986 6.132797127466386e-05 4.016701495856978e-05 1169.0 8.066350348896693e-05 0.000263280828537188 4.261760237523177e-05 -3.557116645244257e-05 748.0
0.0034802187833753977 1 "" "" "" 0.0005362579659587778 1 "" "" 1 1 226001 1.0975602355192169e-10 3.8541666666663584e-10 1.742323609605898e-05 9.98558206281194e-06 46.79691481339097 5.020132896892872e-06 0 290.93371900748224 14.507032996988855 0.0013806633651256561 0.00180822099673705 0.00022573946773528776 0.0009022289887070656 198.0 0.0004483229131437838 0.000215613155673578 4.145974417765631e-05 0.0003809398040175438 71.0 6.532775097119858e-05 2.1501093327529962e-05 2.258641259207238e-05 1.8057428795070116e-05 17.0 0.0013806633651256561 0.002532185862029483 0.0002854146114848299 0.0007022962672635913 347.0 0.0004483229131437838 0.00032910685860808704 7.0161752948009e-05 0.00033795443596318364 124.0 8.383869587911484e-05 5.3322564053713806e-05 2.4168556673818556e-05 3.217667526533189e-05 30.0 0.0004818157758563757 0.0008997166149062669 0.00015743908807019585 9.10781163838692e-05 734.0 0.00018386337615083903 0.00025131559912124686 3.38492132291597e-05 4.807164805242792e-05 573.0 0.00010941610710900259 0.000428915576965395 3.9208931762298714e-05 5.16968260696652e-06 453.0
0.038393612445000266 1 "" "" "" "" "" "" "" 2 2 226002 1.7538711417707271e-09 4.587499999999633e-09 6.781863389565283e-05 3.2928060977726355e-05 109.26168814596397 2.0067805045975032e-05 1 290.9327553587353 14.507137042711516 0.0009901801822707057 0.01626875858597897 0.00014083139929524374 0.0006576073355972767 2523.0 0.0003122065681964159 0.0005827557097982153 9.207069633983375e-05 6.007193587720394e-05 910.0 3.8982798684871834e-05 4.76961030373879e-05 3.706156875432118e-05 -2.1760259612692687e-05 223.0 0.0010900372872129083 0.027808670536559072 0.00025117722855346153 0.0005693847197107971 5202.0 0.00033167051151394844 0.0012715596901339567 0.00010084770960872121 6.863519956823438e-05 1879.0 6.416155131805685e-05 0.0001719407429409931 4.017779012045907e-05 -1.8697421576804073e-05 470.0 0.0009666429832577705 0.003899964115275751 0.00027969362717935367 0.00014698661107104272 1875.0 0.00013702745491173118 0.0001999790356353188 7.841691147447549e-05 -7.3281607910757884e-06 1262.0 0.0001103817353138237 0.0003932829693734046 6.001638735215682e-05 -3.170048146779482e-05 717.0
0.013511906477139944 1 "" "" "" "" "" "" "" 3 3 226003 7.191976547486632e-10 1.7312499999998614e-09 4.4457541869094745e-05 2.0597775897929222e-05 91.0934491249093 1.2850652015771551e-05 1 290.93277772962637 14.50725607041403 0.0012411788338795304 0.005893171919749898 0.0002076592941506248 0.0005364262033253908 1040.0 0.00041832998977042735 0.00020530164314332963 0.00011972815216419463 7.080448540364159e-06 373.0 4.137501667538728e-05 4.065632559431358e-05 2.3788667676582577e-05 -4.601223488787267e-06 93.0 0.0012411788338795304 0.009684022763848308 0.0002610344691395916 0.0004606621223501861 2230.0 0.00041832998977042735 0.00031985991522782574 0.00011039319524394536 -3.2475068110215943e-06 807.0 7.656108427774106e-05 0.00011373591697930078 2.9175637236913083e-05 -1.8388925918407435e-06 202.0 0.0006667100824415684 0.0025170059398602618 0.00021293426091217402 0.00017465696146246046 1344.0 0.00015882622392382473 9.581359102796358e-05 6.432417422195422e-05 -5.0945134717039764e-05 948.0 8.824939146129963e-05 0.0002822865645166245 4.6013834359633224e-05 -1.4765738275125233e-05 642.0
0.002457044969325158 1 "" "" "" "" "" "" "" 4 4 226004 6.642318349839736e-11 2.437499999999805e-10 9.774163360346992e-06 8.652818726241408e-06 -159.199138399932 3.905358216142557e-06 0 290.93325403192387 14.507259904782071 0.001366203767247498 0.0010391595545625645 0.00014258823052926828 0.0011034570634365082 95.0 0.00019214775238651782 4.407862003855092e-05 1.773520935532453e-05 0.00017127250612247735 33.0 5.9382927876141306e-05 1.3742397492678199e-05 1.659360007007983e-05 3.115625963889825e-05 9.0 0.001366203767247498 0.0011805950530958725 0.00016524303748761892 0.0010731843067333102 112.0 0.00019214775238651782 5.0446290638971614e-05 1.8948081098661595e-05 0.00017024704720824957 38.0 5.9382927876141306e-05 1.3742397492678199e-05 1.659360007007983e-05 3.115625963889825e-05 9.0 0.0003488017537165433 0.0008227309660881569 8.95718900963466e-05 0.0001526965934317559 566.0 0.00013703477452509105 0.00019657360556498316 2.566481301244822e-05 4.928313865093514e-05 470.0 0.00010184660993694554 0.0005594327707555279 3.598880702140366e-05 2.0145683976871497e-05 407.0
0.0026684116246301188 1 "" "" "" "" "" "" "" 5 5 226005 9.91484205102088e-11 3.138888888888638e-10 1.3841942539873498e-05 9.12024007078204e-06 58.85095563494338 4.771379191228111e-06 1 290.932807658191 14.507305716286536 0.001000589574687183 0.0010885567773604521 0.00011786467410715169 0.0007398080197162926 146.0 0.00018785189604386687 6.786014485958806e-05 1.222007465486497e-05 0.00017138665134552866 50.0 5.2962236922886175e-05 1.3175380126127922e-05 2.4746051103513138e-05 2.0484823329581977e-05 13.0 0.001000589574687183 0.0015197384616839965 0.0001382900785041602 0.0007079936913214624 218.0 0.00018785189604386687 9.890167540966225e-05 1.994676936168125e-05 0.00016080950445029885 78.0 5.2962236922886175e-05 1.8712069542003947e-05 2.7377823433497426e-05 2.0484823329581977e-05 19.0 0.0005038628005422652 0.0006508109646900806 0.00020380216004528006 6.777665112167597e-05 656.0 0.00018165505025535822 0.00017178527781561603 6.98635743403081e-05 1.2934749975102022e-05 526.0 8.350819809764254e-05 0.0004569367541614831 3.035114024571065e-05 1.4482242486866239e-05 433.0
0.014818753612024246 1 "" "" "" "" "" "" "" 6 6 226006 7.344309669726464e-10 1.9708333333331756e-09 3.7607543612767e-05 2.4865289787363725e-05 171.1652565820468 1.2986033604749096e-05 0 290.932922258928 14.507331910711876 0.0009028638596646488 0.006719212342660614 0.00013658191672759942 0.0006748002488166094 1063.0 1.1354109119565692e-05 4.008538571846307e-06 2.183665949559701e-05 -1.6569050785619766e-05 381.0 0.00012647087513756552 0.0001999989602050987 3.543954696616768e-05 3.350070982229132e-05 96.0 0.0009028638596646488 0.009027741179505897 0.00017032631504347841 0.0005960129201412201 1600.0 1.1354109119565692e-05 4.28603550669516e-06 2.2265876767922527e-05 -1.8877604816225357e-05 573.0 0.00012647087513756552 0.00024261215531290405 4.1387137092416855e-05 2.3447687674288825e-05 142.0 0.0005717999883927405 0.0034766653615463943 0.0001454552741265494 0.00030494382372125983 1186.0 8.112956129480153e-05 3.5902172076151325e-05 5.1085322445207114e-05 -5.803258318337612e-05 848.0 0.00010875864758479386 0.0005467865133903883 4.394914591812794e-05 5.707775921438937e-07 598.0
0.04080231275115293 1 "" "" "" "" "" "" "" 8 7 226008 4.1830022867406705e-10 1.6923611111109756e-09 2.5791604807700867e-05 2.065034200432671e-05 137.75663619576017 9.800428919597918e-06 1 290.9327477301235 14.507378907397998 0.005099964328110218 0.02064843947235185 0.0008559825052116704 0.0034449677914381027 606.0 0.0023182558361440897 0.002664863147919526 0.0004292295108964206 0.0015459384303539991 216.0 0.00029539067343620543 0.0004099789066888647 7.495880492200196e-05 0.0001530883342362414 53.0 0.005099964328110218 0.02383571804845388 0.0009169440748200968 0.0031136367470026016 750.0 0.0023182558361440897 0.0031333844755297483 0.00044059924345476277 0.0014145473251119256 270.0 0.00029539067343620543 0.00047267750654179827 7.518249327357631e-05 0.00012376824152184746 68.0 0.0014694866258651018 0.006297294061260383 0.0002439399029286663 0.0006879041902720928 924.0 0.0004878341860603541 0.0011089444482273148 0.0001026846913196533 0.00020804988162126392 687.0 0.00016167294342626413 0.0009271047765899199 5.711658442002859e-05 2.188737812505292e-05 512.0
0.008100725186999093 1 "" "" "" "" "" "" "" 10 8 226010 2.0334249869346097e-10 6.041666666666183e-10 2.1381362492260158e-05 1.210905611674917e-05 114.54378330317199 6.83305804779188e-06 0 290.9328069856382 14.507417828103847 0.0015449989587068558 0.003403697496582623 0.0002128099316282488 0.0011903210543096066 293.0 0.0005260655307210982 0.00037686796174011135 3.729362500821188e-05 0.00045546048204414546 103.0 0.00012545977116653912 9.209101600868302e-05 3.780244559753646e-05 6.425824583855251e-05 28.0 0.0015449989587068558 0.005093573166956543 0.0002829892194039573 0.0009933375986292958 513.0 0.0005260655307210982 0.0006228488476855533 6.107829632151747e-05 0.0004213661886751652 187.0 0.00012545977116653912 0.00013044871398398036 3.911446618623285e-05 5.495032177433608e-05 45.0 0.0008696089498698711 0.003635433741932428 0.00015052578171269353 0.00046415545511990786 818.0 0.00032407240360043943 0.0009073240001820536 6.385369725491243e-05 0.00018123735208064318 633.0 0.00010347030039888174 0.00042474453826111587 4.062965295944781e-05 2.3588945964290924e-06 490.0
0.013494686883875631 1 "" "" "" "" "" "" "" 11 9 226011 4.5212789390970683e-10 1.103472222222134e-09 3.1758979815063384e-05 1.8126429684784056e-05 -158.51899742162823 1.0189002831926142e-05 1 290.93275778920446 14.50743069822004 0.0011560842394828796 0.005879539462530262 0.00011454798310518442 0.0009302629623562098 651.0 0.0003727494622580707 0.0005881580836806087 2.7854311123197302e-05 0.0003149360418319702 232.0 7.727260216131078e-05 4.740977959811947e-05 3.7146792194272305e-05 -7.396442540893826e-06 59.0 0.0011586814653128386 0.009334639045507185 0.00018998157266066472 0.0008683798369020224 1144.0 0.0003727494622580707 0.0009626930911542445 4.0875993100685696e-05 0.0002993527741637081 409.0 7.727260216131078e-05 6.206843524741781e-05 3.551880766976353e-05 -9.877520938057725e-06 104.0 0.0012684203684329987 0.004693538829013184 0.00022972478880572676 0.00039542780723422766 1061.0 0.0004096902266610414 0.0010185263965165323 6.377264509319987e-05 0.00016427080845460296 771.0 0.0001530883342362414 0.0007226258425664064 5.761812493509424e-05 1.2836520674687493e-06 556.0
