226.0GHz_dend_flux 226.0GHz_detected 93.0GHz_dend_flux 93.0GHz_detected _idx _index _name area_ellipse area_exact major_fwhm minor_fwhm position_angle radius rejected x_cen y_cen 226.0GHz_ellipse_peak 226.0GHz_ellipse_sum 226.0GHz_ellipse_rms 226.0GHz_ellipse_median 226.0GHz_ellipse_npix 93.0GHz_ellipse_peak 93.0GHz_ellipse_sum 93.0GHz_ellipse_rms 93.0GHz_ellipse_median 93.0GHz_ellipse_npix 45.0GHz_ellipse_peak 45.0GHz_ellipse_sum 45.0GHz_ellipse_rms 45.0GHz_ellipse_median 45.0GHz_ellipse_npix 226.0GHz_annulus_peak 226.0GHz_annulus_sum 226.0GHz_annulus_rms 226.0GHz_annulus_median 226.0GHz_annulus_npix 93.0GHz_annulus_peak 93.0GHz_annulus_sum 93.0GHz_annulus_rms 93.0GHz_annulus_median 93.0GHz_annulus_npix 45.0GHz_annulus_peak 45.0GHz_annulus_sum 45.0GHz_annulus_rms 45.0GHz_annulus_median 45.0GHz_annulus_npix 43.6GHz_ellipse_peak 43.6GHz_ellipse_sum 43.6GHz_ellipse_rms 43.6GHz_ellipse_median 43.6GHz_ellipse_npix 45.4GHz_ellipse_peak 45.4GHz_ellipse_sum 45.4GHz_ellipse_rms 45.4GHz_ellipse_median 45.4GHz_ellipse_npix 46.6GHz_ellipse_peak 46.6GHz_ellipse_sum 46.6GHz_ellipse_rms 46.6GHz_ellipse_median 46.6GHz_ellipse_npix 47.5GHz_ellipse_peak 47.5GHz_ellipse_sum 47.5GHz_ellipse_rms 47.5GHz_ellipse_median 47.5GHz_ellipse_npix 44.5GHz_ellipse_peak 44.5GHz_ellipse_sum 44.5GHz_ellipse_rms 44.5GHz_ellipse_median 44.5GHz_ellipse_npix 42.6GHz_ellipse_peak 42.6GHz_ellipse_sum 42.6GHz_ellipse_rms 42.6GHz_ellipse_median 42.6GHz_ellipse_npix 48.6GHz_ellipse_peak 48.6GHz_ellipse_sum 48.6GHz_ellipse_rms 48.6GHz_ellipse_median 48.6GHz_ellipse_npix 49.4GHz_ellipse_peak 49.4GHz_ellipse_sum 49.4GHz_ellipse_rms 49.4GHz_ellipse_median 49.4GHz_ellipse_npix 43.6GHz_annulus_peak 43.6GHz_annulus_sum 43.6GHz_annulus_rms 43.6GHz_annulus_median 43.6GHz_annulus_npix 45.4GHz_annulus_peak 45.4GHz_annulus_sum 45.4GHz_annulus_rms 45.4GHz_annulus_median 45.4GHz_annulus_npix 46.6GHz_annulus_peak 46.6GHz_annulus_sum 46.6GHz_annulus_rms 46.6GHz_annulus_median 46.6GHz_annulus_npix 47.5GHz_annulus_peak 47.5GHz_annulus_sum 47.5GHz_annulus_rms 47.5GHz_annulus_median 47.5GHz_annulus_npix 44.5GHz_annulus_peak 44.5GHz_annulus_sum 44.5GHz_annulus_rms 44.5GHz_annulus_median 44.5GHz_annulus_npix 42.6GHz_annulus_peak 42.6GHz_annulus_sum 42.6GHz_annulus_rms 42.6GHz_annulus_median 42.6GHz_annulus_npix 48.6GHz_annulus_peak 48.6GHz_annulus_sum 48.6GHz_annulus_rms 48.6GHz_annulus_median 48.6GHz_annulus_npix 49.4GHz_annulus_peak 49.4GHz_annulus_sum 49.4GHz_annulus_rms 49.4GHz_annulus_median 49.4GHz_annulus_npix
0.00045552217085173985 1 "" "" 0 0 226000 2.2809404050809732e-11 7.638888888888278e-11 7.19234908221628e-06 4.037947731911282e-06 57.01442077886124 2.288537332599401e-06 1 290.91671877104244 14.517173277083359 0.0006595698650926352 0.0004939779775168621 0.00013242037666313364 0.0003710458695422858 130.0 -1.2629654520424083e-05 0.0 6.0611793592810225e-06 -2.0499812308116816e-05 49.0 1.6956040781224146e-05 5.77511712377424e-06 7.669195160280164e-06 9.355081601825077e-06 13.0 0.0004406580701470375 0.002621651311633527 0.00013274995306834008 0.00010679593833629042 2024.0 2.3068472728482448e-05 3.9334417920476535e-06 2.504754878573498e-05 -4.039828490931541e-05 1760.0 6.095002390793525e-05 0.0008625903411562841 1.4528005413356638e-05 7.500919309677556e-06 1552.0 1.9015316865989007e-05 4.514347243880371e-06 7.85011310908491e-06 5.396518645284232e-06 13.0 5.0096110498998314e-05 2.0442970872379116e-05 1.0417342698332658e-05 3.3994052500929683e-05 13.0 5.1610761147458106e-05 1.9958990931282936e-05 2.0545693027803138e-05 3.341405317769386e-05 13.0 2.2552650989382528e-05 1.7322588600810108e-06 2.1343808764261347e-05 -3.366549935890362e-05 13.0 2.9938430088805035e-05 1.160334933413005e-05 1.0798285081068937e-05 2.3571798010380007e-05 13.0 6.659608334302902e-05 2.6158506055892445e-05 1.670234479761408e-05 5.0936276238644496e-05 13.0 1.529230212327093e-05 2.682814094820195e-06 4.75659527702439e-05 -2.2025074940756895e-05 13.0 4.313064710004255e-05 5.468262904205264e-06 3.6608085322105134e-05 -3.654338070191443e-05 13.0 9.46117434068583e-05 0.0013389204008864939 3.0280468565309445e-05 1.3862953892385121e-05 1552.0 0.0001474910823162645 0.0019201226558426207 4.1994103907953725e-05 1.5451994840987027e-05 1552.0 0.00010903931251959875 0.0013321483951395496 3.161617554332517e-05 5.166541086509824e-06 1552.0 0.00015088677173480392 0.001768640774068724 3.662749301634654e-05 1.2314819286984857e-05 1552.0 0.00010123708489118144 0.0016558291958234102 3.6144431735092783e-05 1.7208873032359406e-05 1552.0 0.00012592699204105884 0.0017764799687870017 2.6460113210581423e-05 2.313510049134493e-05 1552.0 0.00013308314373716712 0.0016391902593593142 4.7368905940722096e-05 1.644121880417515e-06 1552.0 0.00021483260206878185 0.00292629624944856 7.693049605832552e-05 6.95187827659538e-06 1552.0
0.017457521276183295 1 "" "" 1 1 226001 1.194590463356617e-09 2.9951388888886492e-09 4.8068480026419e-05 3.164289180231377e-05 127.1440374515701 1.65619150938244e-05 1 290.9167170213056 14.517435493569351 0.0008194084512069821 0.02187567178828413 0.0001497491625083704 0.00031560202478431165 6876.0 8.950520714279264e-05 0.0004996679781082015 3.481767440128607e-05 2.4197788661695085e-05 2471.0 4.521514711086638e-05 0.00020072084289454674 1.579796017579207e-05 -1.4332637192637776e-06 619.0 0.0005891619948670268 0.00447155420371682 0.0001931955295421184 -2.3562912247143686e-05 5700.0 5.6748689530650154e-05 0.00019536415533760805 2.2834202906650546e-05 -6.213427241164027e-06 3980.0 6.450137152569368e-05 0.0014841021090280205 1.620154012454166e-05 6.802322786825243e-06 2668.0 6.714835035381839e-05 0.00015643427771718334 2.5666406454727417e-05 -1.0199570169788785e-05 619.0 0.0001283244346268475 0.0007674334029855886 3.7892565740946456e-05 1.797916593204718e-05 619.0 9.876151307253167e-05 0.0007132560767646415 2.934728807045419e-05 1.6014626453397796e-05 619.0 0.0001504709798609838 0.0008753280130956933 3.7809132135565446e-05 1.75057375599863e-05 619.0 6.61034500808455e-05 0.0003219643250898139 3.2154454806955366e-05 -7.491155884054024e-06 619.0 4.553601684165187e-05 5.256226886037755e-05 2.318856820747521e-05 -2.3809974663890898e-05 619.0 0.0001956696796696633 0.0010396356966125943 4.593869518185342e-05 1.7789227058528922e-05 619.0 0.00023315845464821905 0.001107670571724966 6.165434098076325e-05 7.382570402114652e-06 619.0 0.00010051382560050115 0.0017071513755933388 3.06073241473858e-05 6.130512701929547e-06 2668.0 0.00015790833276696503 0.0031915295430580298 4.8050633985586396e-05 1.0145771739189513e-05 2668.0 0.00010738785204011947 0.0025944585116747503 3.0964758982361406e-05 1.161056206910871e-05 2668.0 0.00016174036136362702 0.0036759542602371447 4.114843790268183e-05 1.567164872540161e-05 2668.0 0.00011516630911501125 0.0025741374432381443 3.751391424506625e-05 8.241357136284932e-06 2668.0 8.10029887361452e-05 0.0013947919547536694 2.9385160026188055e-05 -8.434216738351097e-07 2668.0 0.0002225556381745264 0.004590380696972528 4.7533943979459196e-05 1.9127357518300414e-05 2668.0 0.00024456167011521757 0.006287151076667354 6.803733240361547e-05 2.0835852410527878e-05 2668.0
0.00547110105140108 1 0.00027743942081704835 1 2 2 226002 1.6590971126952007e-10 6.28472222222172e-10 1.884486564691315e-05 1.1664099094156882e-05 -3.0562715284264588 6.17215659270792e-06 0 290.9146551026844 14.517599484972202 0.0017750347033143044 0.005403241663841973 0.0003669332490889324 0.0004791474202647805 996.0 0.00027695632888935506 0.00033672701695585435 7.402938992107884e-05 0.00010692630166886374 359.0 2.9811904823873192e-05 1.9129612161669215e-05 1.4639814697877066e-05 -2.4029131964198314e-06 91.0 0.0003809533372987062 0.0014939686627640845 0.0001120226800233326 1.3968727216706611e-05 3060.0 4.73737163702026e-05 0.0001038583713450246 2.6633445244269307e-05 -1.3560242223320529e-05 2368.0 3.702075991895981e-05 0.0004728762439743396 1.2568495880631596e-05 2.4554583433200605e-07 1864.0 7.193047349574044e-05 5.713502456761581e-05 3.085660573025882e-05 1.0497042239876464e-05 91.0 5.6280136050190777e-05 2.4454456724566848e-05 3.579525919834896e-05 -1.848835381679237e-05 91.0 3.276841380284168e-05 1.9163420880151178e-05 2.2273315054236743e-05 -1.6844034689711407e-05 91.0 9.47492299019359e-05 7.206967460357678e-05 4.6288926514384726e-05 -1.2967253496753983e-05 91.0 5.121285721543245e-05 2.80734431590492e-05 2.6721868455074043e-05 -1.2719531696347985e-05 91.0 5.870032691746019e-05 4.550749113888887e-05 2.409133148042001e-05 1.6743689457143773e-06 91.0 7.091863517416641e-05 5.1588786701036775e-05 4.665583138910415e-05 -1.172841621155385e-05 91.0 0.0001246533211087808 0.0001372634060616031 7.405728894705701e-05 7.95749747339869e-06 91.0 7.775067206239328e-05 0.0007589197534462203 2.8271969805916394e-05 -4.021009772259276e-06 1864.0 0.0001008580657071434 0.0011333213833388703 3.514946064944031e-05 -1.789506882232672e-06 1864.0 7.793998520355672e-05 0.0010650820521975438 2.6350698331859323e-05 -1.5191938018688234e-07 1864.0 0.00012529490049928427 0.001549685309759517 3.9576451348769654e-05 -1.4621327864006162e-06 1864.0 9.307383152190596e-05 0.0008705279535895494 2.9440015517937158e-05 -4.269071723683737e-06 1864.0 6.803012365708128e-05 0.0006477063282722788 2.51396131666193e-05 -2.7173255148227327e-06 1864.0 0.0001315642730332911 0.0020334034665036175 4.475211354661773e-05 2.1811117676406866e-06 1864.0 0.0002707857929635793 0.002861222245857768 6.628056764876223e-05 8.833804940877599e-07 1864.0
0.026170959555540663 1 "" "" 3 3 226003 1.6417672989403607e-09 4.462499999999643e-09 6.576597523038457e-05 3.178541227680618e-05 104.87626800791439 1.9415868981121194e-05 1 290.9167149469352 14.517729392027421 0.000952145375777036 0.03111223951406752 0.0001499101482505037 0.00033627136144787073 9464.0 8.485951548209414e-05 0.000292212872537247 3.1638808594547016e-05 -3.2567700145591516e-06 3413.0 5.706993761123158e-05 0.0005326020602495594 1.3668906411007334e-05 1.0496487448108383e-05 851.0 0.0003898732247762382 0.0029029372441640483 0.00015287124882442076 -4.284457099856809e-05 7300.0 0.00011249361705267802 0.0008139251816576697 4.5162432750332726e-05 2.32580237025104e-06 4948.0 4.795024142367765e-05 0.0008342748101617714 1.4219855848750397e-05 -5.553068831432029e-07 3144.0 0.0001101945890695788 0.0005645092056879591 3.3574300335235e-05 4.401167643663939e-06 851.0 0.00013345311162993312 0.0012239325817875416 3.654834871363568e-05 2.5715742594911717e-05 851.0 9.673665772425011e-05 0.0007598914297057954 2.7005075697086342e-05 1.0473078873474151e-05 851.0 8.995511598186567e-05 0.00085586831871399 3.528187827672314e-05 9.560762919136323e-06 851.0 0.00011713250569300726 0.000978629503754108 3.543787171369069e-05 2.0771860363311134e-05 851.0 7.280262798303738e-05 0.0003800498333952985 2.5762363250325827e-05 -3.6314759199740365e-07 851.0 0.00015452477964572608 0.0010027142181432286 4.924916617288861e-05 2.1208256839599926e-06 851.0 0.00019552833691705018 0.001594596794627202 6.451267546081019e-05 9.853598385234363e-06 851.0 0.0001306036429014057 0.002365079418930614 3.5396248514675226e-05 4.599236035573995e-06 3144.0 0.00010534002649364993 0.0019322175762582373 3.857529912457047e-05 -5.248443812888581e-06 3144.0 9.457630949327722e-05 0.0016606050502306574 2.8854383061674484e-05 -3.939238013117574e-06 3144.0 0.0001340317103313282 0.0026218184454960807 4.15142536666664e-05 -1.6646729363856139e-06 3144.0 0.00011002300016116351 0.0019844933476543267 3.530338723092721e-05 -2.2407343749364372e-06 3144.0 0.00010010332334786654 0.002068057712203946 3.1089344919181846e-05 4.941610768582905e-06 3144.0 0.0001746607740642503 0.0039598015370549714 5.16842950613596e-05 2.193240561609855e-06 3144.0 0.0002374182950006798 0.005189990986814088 6.657817484154932e-05 1.2088196399417939e-06 3144.0
0.003436532145986179 1 "" "" 4 4 226004 3.2066658880010323e-10 6.888888888888338e-10 2.2389602617222824e-05 1.8235800765798147e-05 90.3729654866752 8.580802143501059e-06 1 290.91693844342734 14.517684014540446 0.0007287593325600028 0.005073546430202353 0.00011034063889791575 0.00027963327011093497 1852.0 7.621440454386175e-05 0.0001675676949534446 1.4887951691212302e-05 2.9255419576657005e-05 663.0 3.0765437259105965e-05 7.354913812262977e-05 1.3090730066005964e-05 6.073817075957777e-06 169.0 0.0003677239583339542 0.0026375986396643433 0.000112555656391414 6.110490357968956e-05 3388.0 0.00010825484787346795 0.0009506051156539986 2.9957731289082622e-05 4.969666770193726e-05 2580.0 4.695903407991864e-05 0.0005815207323594102 1.4306317350638755e-05 -1.0933244993793778e-06 1968.0 4.992893445887603e-05 4.648879776816823e-05 2.3624248905898618e-05 -2.331882342332392e-06 169.0 0.00011724208889063448 0.00024417721360412705 4.644187834882724e-05 1.1711705155903473e-05 169.0 8.300459739984944e-05 0.0002252527828796651 2.9516435211268445e-05 2.2146246919874102e-05 169.0 0.0001102828755392693 0.00036006015174668785 3.227149425367597e-05 3.712723628268577e-05 169.0 5.449607488117181e-05 9.340886457190055e-05 2.0696788076419877e-05 9.009008863358758e-06 169.0 5.493440039572306e-05 5.316020015034847e-05 2.918013199814311e-05 -1.5897130651865155e-05 169.0 0.00015114463167265058 0.0005474349125841224 4.87260435984636e-05 4.9786223826231435e-05 169.0 0.00020152660727035254 0.0003581114918015269 7.155050738635682e-05 1.6737598343752325e-05 169.0 8.297551539726555e-05 0.0010616679252151992 2.8720467413279264e-05 1.5663208614569157e-06 1968.0 0.00012437069381121546 0.0018653075332139394 3.8622335571978575e-05 1.1045382962038275e-05 1968.0 9.034136746777222e-05 0.0014230747720665234 3.094584681458071e-05 3.655737600638531e-06 1968.0 0.00012209995475132018 0.002050745821998938 4.077919357024632e-05 4.116006039112108e-06 1968.0 0.0001024911180138588 0.0013685627461999786 3.2225948530197614e-05 5.146715466253227e-06 1968.0 9.229579154634848e-05 0.0010846595224164876 2.9254378823773018e-05 3.510541318973992e-06 1968.0 0.0001630964979995042 0.002009288390263867 4.654190861031769e-05 -1.017398972180672e-06 1968.0 0.00025399820879101753 0.00346396272966245 7.176410986370736e-05 4.736455593956634e-06 1968.0
0.005362330193763973 1 0.001088255382178175 1 5 5 226005 1.191763000228863e-10 4.972222222221825e-10 2.0478256963988502e-05 1.2265781042605086e-05 -2.3278059377743725 5.231135640806857e-06 0 290.9149581502169 14.517821941310531 0.0021378437522798777 0.005367652443258324 0.0005548922050574339 0.0002985488099511713 1138.0 0.000833858794067055 0.0009872836997404089 0.00022580965979818852 0.0002599878062028438 405.0 6.462339661084116e-05 7.329730095855719e-05 1.8220148201093472e-05 6.018916792527307e-06 105.0 0.0003002416342496872 0.0015808174855379189 0.00010568805064458857 1.2337902262515854e-05 3208.0 9.371091437060386e-05 0.00032178884363049857 2.828383100603545e-05 6.718854820064735e-06 2468.0 3.55513948306907e-05 0.0005613585162976884 1.210592793013574e-05 1.30540092868614e-06 1908.0 8.360078209079802e-05 4.490534685944471e-05 3.34024512655401e-05 -1.5053779861773364e-05 105.0 0.00010374882549513131 0.00013291412819015324 4.1029187760697896e-05 1.258161682926584e-05 105.0 7.17535731382668e-05 0.00013974765464610926 2.0440768019865984e-05 2.2412654288928024e-05 105.0 0.0001607673621037975 0.0002733545568361828 4.735669060627737e-05 4.127217471250333e-05 105.0 3.6683701182482764e-05 3.0165767101870398e-05 1.841633357501767e-05 1.2842007208746509e-06 105.0 3.715137791004963e-05 4.8561033040417094e-05 1.3444115149043407e-05 9.400890121469274e-06 105.0 0.00011041736433980986 0.00016205081276419618 4.3516601458398434e-05 2.2798274585511535e-05 105.0 0.00022282751160673797 0.00024401267210152615 7.805342836682235e-05 1.5687945051467977e-05 105.0 9.826666791923344e-05 0.0010402231353395313 3.084768578173286e-05 1.5646934343749308e-06 1908.0 0.00013120149378664792 0.0013549188894289002 3.8784530691922366e-05 -3.1952477002050728e-06 1908.0 8.367378177354112e-05 0.0013782847082344013 2.618741858522307e-05 7.419689609378111e-06 1908.0 0.00013238437531981617 0.0025011731899608103 3.9476916131555315e-05 1.7003167158691213e-05 1908.0 8.15593812149018e-05 0.0009374927868536805 2.961895119688101e-05 -1.1688739505189005e-06 1908.0 9.006363688968122e-05 0.0008058158719372959 2.3443058556239395e-05 4.629273178125004e-07 1908.0 0.00016195708303712308 0.0022746472015663308 4.993819794160025e-05 3.6812764392379904e-06 1908.0 0.00022106015239842236 0.003167779006728129 6.394451353193897e-05 5.696458629245171e-06 1908.0
0.0022035139109040417 1 0.0015985341848964258 1 6 6 226006 3.721545358860612e-11 1.6111111111109822e-10 1.767910513217591e-05 1.2386132248040362e-05 -136.42420335553575 2.9232280039639204e-06 0 290.9171134327168 14.51789515582075 0.002326903399080038 0.0026975357992054107 0.0004990444888037199 9.172533464152366e-05 986.0 0.0014739115722477436 0.0015069023161612327 0.00037787261254886847 0.0004099011712241918 351.0 0.00025595727493055165 0.00019835886962025446 7.95478971368293e-05 -1.0555200788076036e-05 91.0 0.0002152750821551308 0.0003391115944587539 0.00011100075308852936 -8.601605077274144e-05 2948.0 0.00010746831685537472 0.0005954630276567064 2.6849341853794336e-05 2.846196002792567e-05 2320.0 5.509484981303103e-05 0.0004606018820029895 1.641288121828221e-05 -4.8034362407634035e-06 1836.0 0.00020891100575681776 0.00015341870557175386 7.880449433846181e-05 -9.389842489326838e-06 91.0 0.00025098194601014256 0.0001927023340085323 8.671936453844744e-05 -1.1963551514782012e-05 91.0 0.00027595352730713785 0.00019214825637120864 9.162922886089784e-05 -1.9772793166339397e-05 91.0 0.00029606433236040175 0.0002066230190788492 0.00010167398121234372 -2.024304194492288e-05 91.0 0.0002324169036000967 0.00021105495537301268 7.265369308631569e-05 2.26969405048294e-05 91.0 0.0002285750670125708 0.00016851297582121333 7.759683606883623e-05 9.368944233756338e-07 91.0 0.00022984622046351433 0.0002769936838264643 8.183814822253431e-05 3.4071192203555256e-05 91.0 0.00028239720268175006 0.0003208586466127705 0.00011520473740197728 6.919698876117764e-07 91.0 0.00010035596642410383 0.0010250441108344906 3.7548195658586874e-05 -6.047497663530521e-06 1836.0 0.00010619256499921903 0.0011555977476711853 4.4279942208320765e-05 -1.0183635822613724e-05 1836.0 9.083574695978314e-05 0.0009140110642421899 3.402328938928033e-05 -6.988780114625115e-06 1836.0 0.00010699366248445585 0.0010886835502769304 4.0180097272054653e-05 -1.1681435353239067e-05 1836.0 8.695164433447644e-05 0.0009331082855980644 3.6518565975265886e-05 -1.1528405593708158e-05 1836.0 9.752328332979232e-05 0.0013012578801440877 3.406498122451368e-05 6.00036855757935e-06 1836.0 0.00011683868069667369 0.0016015517900970966 4.61150085210048e-05 -6.542143182741711e-06 1836.0 0.0001946751435752958 0.0023164299751204445 6.327831368473265e-05 -8.795859685051255e-06 1836.0
0.07375495724434551 1 0.07075871269101246 1 7 7 w51d2 1.812745166134409e-10 1.2152777777776806e-09 2.6162615423789757e-05 1.8897458478534382e-05 66.71894914945757 6.451629366028591e-06 0 290.915908026927 14.51801070013666 0.02329268679022789 0.07363852386108322 0.0050090187715054035 0.0010323976166546345 2232.0 0.03634938970208168 0.0669348513660476 0.009481413783977885 0.0068323444575071335 809.0 0.005571274086833 0.013746174280672905 0.001592174305671367 0.000521970447152853 203.0 0.0004015224112663418 0.0014411909622608244 0.00018028898089215338 -6.284762639552355e-05 3728.0 0.0010080331703647971 0.002885950687782248 0.00026704869745329714 3.7782803701702505e-05 2780.0 0.0001539256190881133 0.002136248087334603 4.163957781052902e-05 6.680122169200331e-06 2064.0 0.005799770355224609 0.012240522867803156 0.0016527064517885511 0.0005383820389397442 203.0 0.005706477910280228 0.013140310380707688 0.0016662807355940505 0.0005323407822288573 203.0 0.005713289603590965 0.013450660629491878 0.0015944170632322444 0.0004327411006670445 203.0 0.0057008839212358 0.013455755846558967 0.001557705538110395 0.0004235825617797673 203.0 0.005486770998686552 0.012467981437592281 0.0016117213702528416 0.0005184859037399292 203.0 0.005696092266589403 0.012043867876488519 0.0016253843149352746 0.0005454755737446249 203.0 0.005569896195083857 0.013658839159093987 0.0015593725240938686 0.0003635854518506676 203.0 0.005573811940848827 0.013892779673619378 0.0015582136124874155 0.00036578133585862815 203.0 0.00015284221444744617 0.002853596128490524 5.5608775439295214e-05 1.800876452762168e-05 2064.0 0.0002542930596973747 0.002517544365506041 6.561510962334392e-05 -5.6350882005062886e-06 2064.0 0.00015639439516235143 0.0015022847911650217 4.669257060854322e-05 -8.27549047244247e-06 2064.0 0.00017228293290827423 0.0022903571232883086 5.597129838070419e-05 -4.708396772912238e-06 2064.0 0.00018606673984322697 0.003013036183251987 6.571969264204126e-05 7.515779543609824e-06 2064.0 0.00012429528578650206 0.0021066996545411622 4.460763005761091e-05 1.072668510460062e-05 2064.0 0.00018801413534674793 0.0028045744506255714 6.594572726372912e-05 -6.1262326198630035e-06 2064.0 0.0002948177861981094 0.0033259763313958665 7.995107115772775e-05 -1.1942947821808048e-05 2064.0
0.030955788250979808 1 "" "" 15 8 226015 7.605298659000947e-10 2.0736111111109454e-09 4.950776379453639e-05 1.9559622811274427e-05 127.99283871791168 1.3214756615922393e-05 1 290.9168634366239 14.518083732209597 0.001857243711128831 0.03660430247790326 0.0003790412609026338 0.0008611646480858326 4386.0 0.00038889949792064726 0.003076510800165071 6.643580651553706e-05 0.00023893498291727155 1583.0 4.9232279707212e-05 9.776931105205153e-05 1.5015252415357079e-05 -2.0102033886360005e-06 401.0 0.0043898941949009895 0.019511622091054916 0.0008784661360240176 -2.0824047169298865e-05 5844.0 0.0032674288377165794 0.007158054147419193 0.00048659260882559437 4.2646268411772326e-05 4044.0 0.0004381297039799392 0.004556922151336107 5.490348854572065e-05 1.9797671484411694e-05 2712.0 6.870846846140921e-05 9.233248514600635e-05 2.8765449017699287e-05 -1.1972894753853325e-05 401.0 0.00010902197391260415 0.0001555071481239141 4.184875514158327e-05 -2.1451092834468e-05 401.0 6.445892358897254e-05 0.00015265656775017086 3.0904373603051925e-05 -8.866022653819527e-06 401.0 0.00010289257625117898 0.00043011250197185955 4.230203017516048e-05 7.879519216658082e-06 401.0 8.48857089295052e-05 9.239600023182568e-05 3.10606468824708e-05 -2.886047695938032e-05 401.0 6.261446105781943e-05 9.644199058540538e-05 3.039557058546071e-05 -1.3045518244325649e-05 401.0 0.00011214332334930077 0.0005809563764511713 4.4146547682577465e-05 1.4901713257131632e-05 401.0 0.00025329028721898794 0.0008925916763637921 6.655126875980051e-05 2.2864705897518434e-05 401.0 0.00042423157719895244 0.004303547745540717 5.990576705373898e-05 1.926166623889003e-05 2712.0 0.00040471547981724143 0.005149350864228374 6.341282761991526e-05 2.275002952956129e-05 2712.0 0.00034049205714836717 0.0050343416538788256 5.263170644020929e-05 2.3652726667933166e-05 2712.0 0.0003683978575281799 0.005819470934379861 5.921991200361954e-05 2.6590940251480788e-05 2712.0 0.00032991907210089266 0.004677238016098748 5.5928596783720834e-05 2.1358835510909557e-05 2712.0 0.00035615902743302286 0.0042009624432211 5.510157417062865e-05 2.129170206899289e-05 2712.0 0.0004313719691708684 0.0062906503970653425 6.237077530654893e-05 2.5918830942828208e-05 2712.0 0.0003622488584369421 0.007298856313666121 7.852961089889644e-05 2.5615681806812063e-05 2712.0
0.006092370632075666 1 "" "" 17 9 226017 3.689756704726374e-10 9.937499999999206e-10 3.40646861078519e-05 1.3791479287553941e-05 141.48066074449233 9.204493544453387e-06 1 290.91638816723247 14.518086781985732 0.00078709761146456 0.007090944418516494 0.000175503528849937 0.000338594923960045 2130.0 0.00022710725897923112 0.0007252284855124071 5.093377086932713e-05 0.00012092745600966737 769.0 4.570971577777527e-05 3.304379657785449e-05 1.929048881306594e-05 -9.566701010044198e-06 193.0 0.0005789863062091172 0.004438395049387108 0.0002224986468990167 2.8731083148159087e-05 4436.0 0.00062903220532462 0.0019144050706512122 0.00012954597253340343 5.817512828798499e-06 3212.0 0.00015177211025729775 0.0009400718888980803 2.461606970779054e-05 -8.74153192853555e-06 2288.0 0.00013697755639441311 0.0002546510558460439 3.661826567251862e-05 2.689414941414725e-05 193.0 9.324568964075297e-05 7.755442004429385e-05 4.7270431697198754e-05 -2.593084172985982e-05 193.0 7.480182830477133e-05 6.525724012889763e-05 3.4640627355320545e-05 -2.8970638595637865e-05 193.0 5.412929385784082e-05 5.562369303127537e-05 3.5458764146360966e-05 -1.3895294614485465e-05 193.0 0.00012063893518643454 0.0002609404110100028 3.7684125906722026e-05 2.4745795599301346e-05 193.0 7.056751201162115e-05 0.0001266661225772156 2.8986615667806253e-05 5.939533821219811e-06 193.0 8.309318945975974e-05 0.00012368040878272846 4.149430007355674e-05 -1.1544820154085755e-05 193.0 0.00017161783762276173 0.0003053629721013411 7.064484595449596e-05 3.888929313689005e-06 193.0 0.0001662493887124583 0.0011350879504481524 3.9964683668704005e-05 -1.0835605280590244e-05 2288.0 0.00015217495092656463 0.0014702557618313562 4.4821800585271576e-05 -1.0960127838188782e-05 2288.0 0.0001338207075605169 0.001470664995914591 3.451257429727696e-05 -5.575329396378947e-06 2288.0 0.00017102905258070678 0.0022675227441199763 4.638524359061832e-05 -6.55890346479282e-07 2288.0 0.00012076440907549113 0.0011593175816308342 3.903005348072072e-05 -1.3181221220293082e-05 2288.0 0.00011175076360814273 0.0013698381227161122 3.77034940824973e-05 -1.4755257780052489e-06 2288.0 0.00022464052017312497 0.002809308644151908 5.407372962629486e-05 8.428786486547324e-07 2288.0 0.00021155652939341962 0.003388015813790589 6.898909216855945e-05 -3.997171006631106e-06 2288.0
